getDest()|1636883508.874|1636883508.889|0.016
getDest()|1636883508.889|1636883508.906|0.016
getDest()|1636883508.906|1636883508.922|0.016
getDest()|1636883508.922|1636883508.938|0.016
getDest()|1636883508.938|1636883508.953|0.016
getDest()|1636883508.953|1636883508.970|0.016
getDest()|1636883508.970|1636883508.986|0.016
getDest()|1636883508.986|1636883509.004|0.018
getDest()|1636883509.004|1636883509.020|0.016
getDest()|1636883509.020|1636883509.035|0.015
getDest()|1636883509.035|1636883509.051|0.016
getDest()|1636883509.051|1636883509.067|0.016
getDest()|1636883509.067|1636883509.085|0.018
getDest()|1636883509.085|1636883509.100|0.015
getDest()|1636883509.100|1636883509.116|0.016
getDest()|1636883509.116|1636883509.132|0.016
getDest()|1636883509.132|1636883509.149|0.017
getDest()|1636883509.149|1636883509.165|0.016
getDest()|1636883509.166|1636883509.181|0.016
getDest()|1636883509.181|1636883509.196|0.014
getDest()|1636883509.196|1636883509.213|0.017
getDest()|1636883509.213|1636883509.228|0.015
getDest()|1636883509.228|1636883509.245|0.017
getDest()|1636883509.245|1636883509.261|0.016
getDest()|1636883509.261|1636883509.277|0.016
getDest()|1636883509.277|1636883509.293|0.016
getDest()|1636883509.293|1636883509.309|0.016
getDest()|1636883509.309|1636883509.325|0.016
getDest()|1636883509.325|1636883509.341|0.016
getDest()|1636883509.341|1636883509.357|0.016
getDest()|1636883509.357|1636883509.373|0.016
getDest()|1636883509.373|1636883509.390|0.017
getDest()|1636883509.390|1636883509.406|0.016
getDest()|1636883509.406|1636883509.427|0.021
getDest()|1636883509.427|1636883509.435|0.008
getDest()|1636883509.435|1636883509.455|0.020
getDest()|1636883509.455|1636883509.470|0.015
getDest()|1636883509.470|1636883509.481|0.011
getDest()|1636883509.481|1636883509.502|0.021
getDest()|1636883509.502|1636883509.513|0.011
getDest()|1636883509.513|1636883509.529|0.016
getDest()|1636883509.529|1636883509.546|0.017
getDest()|1636883509.546|1636883509.562|0.015
getDest()|1636883509.562|1636883509.578|0.016
getDest()|1636883509.578|1636883509.594|0.016
getDest()|1636883509.594|1636883509.610|0.016
getDest()|1636883509.610|1636883509.626|0.016
getDest()|1636883509.626|1636883509.642|0.016
getDest()|1636883509.642|1636883509.659|0.017
getDest()|1636883509.659|1636883509.674|0.015
getDest()|1636883509.674|1636883509.692|0.018
getDest()|1636883509.692|1636883509.707|0.015
getDest()|1636883509.707|1636883509.725|0.018
getDest()|1636883509.725|1636883509.739|0.015
getDest()|1636883509.739|1636883509.757|0.018
getDest()|1636883509.757|1636883509.771|0.014
getDest()|1636883509.771|1636883509.791|0.020
getDest()|1636883509.791|1636883509.805|0.014
getDest()|1636883509.805|1636883509.821|0.015
getDest()|1636883509.821|1636883509.836|0.016
getDest()|1636883509.836|1636883509.854|0.017
getDest()|1636883509.854|1636883509.870|0.016
getDest()|1636883509.870|1636883509.885|0.015
getDest()|1636883509.885|1636883509.904|0.018
getDest()|1636883509.904|1636883509.917|0.013
getDest()|1636883509.917|1636883509.932|0.015
getDest()|1636883509.932|1636883509.948|0.016
getDest()|1636883509.948|1636883509.965|0.017
getDest()|1636883509.966|1636883509.982|0.016
getDest()|1636883509.983|1636883509.997|0.014
getDest()|1636883509.997|1636883510.014|0.017
getDest()|1636883510.014|1636883510.029|0.016
getDest()|1636883510.029|1636883510.047|0.018
getDest()|1636883510.047|1636883510.062|0.015
getDest()|1636883510.062|1636883510.082|0.020
getDest()|1636883510.082|1636883510.098|0.016
getDest()|1636883510.098|1636883510.114|0.016
getDest()|1636883510.114|1636883510.131|0.017
getDest()|1636883510.131|1636883510.152|0.021
getDest()|1636883510.152|1636883510.159|0.006
getDest()|1636883510.159|1636883510.170|0.011
getDest()|1636883510.170|1636883510.189|0.019
getDest()|1636883510.189|1636883510.204|0.015
getDest()|1636883510.204|1636883510.218|0.014
getDest()|1636883510.218|1636883510.236|0.017
getDest()|1636883510.236|1636883510.253|0.018
getDest()|1636883510.253|1636883510.270|0.016
getDest()|1636883510.270|1636883510.290|0.020
getDest()|1636883510.290|1636883510.299|0.009
getDest()|1636883510.299|1636883510.315|0.015
getDest()|1636883510.315|1636883510.331|0.016
getDest()|1636883510.331|1636883510.347|0.016
getDest()|1636883510.347|1636883510.365|0.018
getDest()|1636883510.365|1636883510.379|0.014
getDest()|1636883510.379|1636883510.395|0.016
getDest()|1636883510.395|1636883510.411|0.016
getDest()|1636883510.411|1636883510.428|0.017
getDest()|1636883510.428|1636883510.443|0.015
getDest()|1636883510.444|1636883510.461|0.018
getDest()|1636883510.461|1636883510.482|0.020
getDest()|1636883510.482|1636883510.497|0.015
getDest()|1636883510.497|1636883510.513|0.016
getDest()|1636883510.513|1636883510.530|0.016
getDest()|1636883510.530|1636883510.545|0.015
getDest()|1636883510.545|1636883510.565|0.020
getDest()|1636883510.565|1636883510.590|0.025
getDest()|1636883510.590|1636883510.601|0.011
getDest()|1636883510.601|1636883510.617|0.016
getDest()|1636883510.618|1636883510.641|0.023
getDest()|1636883510.641|1636883510.655|0.014
getDest()|1636883510.655|1636883510.694|0.039
getDest()|1636883510.695|1636883510.705|0.011
getDest()|1636883510.706|1636883510.718|0.012
getDest()|1636883510.718|1636883510.735|0.017
getDest()|1636883510.735|1636883510.749|0.014
getDest()|1636883510.749|1636883510.765|0.016
getDest()|1636883510.765|1636883510.784|0.019
getDest()|1636883510.784|1636883510.807|0.024
getDest()|1636883510.808|1636883510.819|0.011
getDest()|1636883510.819|1636883510.843|0.024
getDest()|1636883510.843|1636883510.850|0.007
getDest()|1636883510.851|1636883510.869|0.018
getDest()|1636883510.869|1636883510.877|0.009
getDest()|1636883510.877|1636883510.892|0.014
getDest()|1636883510.892|1636883510.905|0.013
getDest()|1636883510.905|1636883510.930|0.025
getDest()|1636883510.930|1636883510.941|0.011
getDest()|1636883510.941|1636883510.954|0.013
getDest()|1636883510.954|1636883510.970|0.016
Sort()|1636883509.066|1636883510.984|1.918
getDest()|1636883510.970|1636883510.986|0.016
getDest()|1636883510.986|1636883511.003|0.016
getDest()|1636883511.003|1636883511.018|0.016
getDest()|1636883511.018|1636883511.035|0.016
getDest()|1636883511.036|1636883511.052|0.017
getDest()|1636883511.052|1636883511.068|0.015
getDest()|1636883511.068|1636883511.083|0.015
getDest()|1636883511.083|1636883511.099|0.016
getDest()|1636883511.099|1636883511.116|0.016
getDest()|1636883511.116|1636883511.133|0.017
getDest()|1636883511.133|1636883511.150|0.017
getDest()|1636883511.150|1636883511.163|0.013
getDest()|1636883511.163|1636883511.179|0.016
getDest()|1636883511.179|1636883511.199|0.019
getDest()|1636883511.199|1636883511.213|0.014
getDest()|1636883511.213|1636883511.228|0.015
getDest()|1636883511.228|1636883511.246|0.018
getDest()|1636883511.246|1636883511.261|0.015
getDest()|1636883511.261|1636883511.277|0.016
getDest()|1636883511.277|1636883511.298|0.021
getDest()|1636883511.298|1636883511.318|0.020
getDest()|1636883511.318|1636883511.330|0.012
getDest()|1636883511.330|1636883511.345|0.015
getDest()|1636883511.345|1636883511.357|0.012
getDest()|1636883511.357|1636883511.379|0.022
getDest()|1636883511.379|1636883511.392|0.013
getDest()|1636883511.392|1636883511.411|0.019
getDest()|1636883511.412|1636883511.421|0.009
getDest()|1636883511.421|1636883511.437|0.016
getDest()|1636883511.437|1636883511.453|0.016
getDest()|1636883511.454|1636883511.469|0.016
getDest()|1636883511.469|1636883511.487|0.017
getDest()|1636883511.487|1636883511.502|0.016
getDest()|1636883511.502|1636883511.520|0.017
getDest()|1636883511.520|1636883511.531|0.011
getDest()|1636883511.531|1636883511.548|0.017
getDest()|1636883511.548|1636883511.562|0.014
getDest()|1636883511.562|1636883511.581|0.019
getDest()|1636883511.582|1636883511.597|0.015
getDest()|1636883511.597|1636883511.610|0.013
getDest()|1636883511.610|1636883511.628|0.018
getDest()|1636883511.629|1636883511.652|0.023
getDest()|1636883511.652|1636883511.663|0.011
getDest()|1636883511.663|1636883511.675|0.012
getDest()|1636883511.675|1636883511.691|0.016
getDest()|1636883511.691|1636883511.707|0.016
getDest()|1636883511.707|1636883511.722|0.015
getDest()|1636883511.722|1636883511.738|0.016
getDest()|1636883511.738|1636883511.754|0.016
getDest()|1636883511.755|1636883511.771|0.016
getDest()|1636883511.771|1636883511.788|0.017
getDest()|1636883511.788|1636883511.806|0.018
getDest()|1636883511.806|1636883511.820|0.014
getDest()|1636883511.821|1636883511.836|0.015
getDest()|1636883511.836|1636883511.855|0.019
getDest()|1636883511.855|1636883511.868|0.014
getDest()|1636883511.868|1636883511.886|0.017
getDest()|1636883511.886|1636883511.900|0.014
getDest()|1636883511.900|1636883511.918|0.018
getDest()|1636883511.918|1636883511.936|0.017
getDest()|1636883511.936|1636883511.949|0.013
getDest()|1636883511.949|1636883511.964|0.015
getDest()|1636883511.964|1636883511.982|0.018
getDest()|1636883511.982|1636883511.998|0.015
getDest()|1636883511.998|1636883512.013|0.015
getDest()|1636883512.013|1636883512.030|0.017
getDest()|1636883512.030|1636883512.046|0.016
getDest()|1636883512.046|1636883512.061|0.015
getDest()|1636883512.061|1636883512.080|0.019
getDest()|1636883512.081|1636883512.093|0.013
getDest()|1636883512.093|1636883512.111|0.017
getDest()|1636883512.111|1636883512.126|0.015
getDest()|1636883512.126|1636883512.145|0.020
getDest()|1636883512.146|1636883512.176|0.030
getDest()|1636883512.176|1636883512.194|0.018
getDest()|1636883512.194|1636883512.210|0.016
getDest()|1636883512.211|1636883512.224|0.012
getDest()|1636883512.224|1636883512.233|0.010
getDest()|1636883512.233|1636883512.249|0.016
getDest()|1636883512.249|1636883512.266|0.017
getDest()|1636883512.266|1636883512.283|0.016
getDest()|1636883512.283|1636883512.297|0.015
getDest()|1636883512.297|1636883512.315|0.018
getDest()|1636883512.315|1636883512.330|0.014
getDest()|1636883512.330|1636883512.347|0.017
getDest()|1636883512.347|1636883512.363|0.015
getDest()|1636883512.363|1636883512.380|0.017
getDest()|1636883512.380|1636883512.396|0.016
getDest()|1636883512.396|1636883512.412|0.016
getDest()|1636883512.412|1636883512.429|0.017
getDest()|1636883512.429|1636883512.447|0.018
getDest()|1636883512.447|1636883512.461|0.014
getDest()|1636883512.461|1636883512.480|0.019
getDest()|1636883512.480|1636883512.500|0.019
getDest()|1636883512.500|1636883512.516|0.016
getDest()|1636883512.516|1636883512.524|0.008
getDest()|1636883512.524|1636883512.546|0.022
getDest()|1636883512.546|1636883512.571|0.024
getDest()|1636883512.571|1636883512.582|0.011
getDest()|1636883512.582|1636883512.599|0.017
getDest()|1636883512.599|1636883512.607|0.008
getDest()|1636883512.607|1636883512.625|0.018
getDest()|1636883512.625|1636883512.644|0.019
getDest()|1636883512.644|1636883512.659|0.015
getDest()|1636883512.659|1636883512.671|0.012
getDest()|1636883512.671|1636883512.688|0.017
getDest()|1636883512.688|1636883512.705|0.017
getDest()|1636883512.705|1636883512.725|0.019
getDest()|1636883512.725|1636883512.735|0.010
getDest()|1636883512.735|1636883512.749|0.013
getDest()|1636883512.749|1636883512.765|0.017
getDest()|1636883512.765|1636883512.781|0.016
getDest()|1636883512.781|1636883512.798|0.017
getDest()|1636883512.798|1636883512.816|0.017
getDest()|1636883512.816|1636883512.831|0.015
getDest()|1636883512.831|1636883512.847|0.015
getDest()|1636883512.847|1636883512.864|0.017
getDest()|1636883512.864|1636883512.880|0.015
getDest()|1636883512.880|1636883512.895|0.015
getDest()|1636883512.895|1636883512.912|0.017
Sort()|1636883511.068|1636883512.921|1.853
getDest()|1636883512.912|1636883512.927|0.015
getDest()|1636883512.927|1636883512.937|0.010
getDest()|1636883512.937|1636883512.953|0.016
getDest()|1636883512.953|1636883512.970|0.017
getDest()|1636883512.970|1636883512.985|0.015
getDest()|1636883512.985|1636883513.001|0.016
getDest()|1636883513.001|1636883513.017|0.016
getDest()|1636883513.017|1636883513.033|0.016
getDest()|1636883513.033|1636883513.049|0.016
getDest()|1636883513.049|1636883513.066|0.017
getDest()|1636883513.067|1636883513.084|0.017
getDest()|1636883513.084|1636883513.099|0.016
getDest()|1636883513.100|1636883513.117|0.018
getDest()|1636883513.118|1636883513.132|0.014
getDest()|1636883513.132|1636883513.147|0.015
getDest()|1636883513.147|1636883513.165|0.018
getDest()|1636883513.165|1636883513.180|0.015
getDest()|1636883513.180|1636883513.201|0.022
getDest()|1636883513.201|1636883513.213|0.012
getDest()|1636883513.213|1636883513.233|0.020
getDest()|1636883513.233|1636883513.243|0.010
getDest()|1636883513.243|1636883513.259|0.016
getDest()|1636883513.259|1636883513.280|0.021
getDest()|1636883513.280|1636883513.292|0.011
getDest()|1636883513.292|1636883513.314|0.022
getDest()|1636883513.314|1636883513.329|0.015
getDest()|1636883513.329|1636883513.342|0.013
getDest()|1636883513.343|1636883513.359|0.017
getDest()|1636883513.359|1636883513.372|0.013
getDest()|1636883513.372|1636883513.389|0.016
getDest()|1636883513.389|1636883513.409|0.020
getDest()|1636883513.409|1636883513.421|0.012
getDest()|1636883513.421|1636883513.437|0.016
getDest()|1636883513.437|1636883513.454|0.017
getDest()|1636883513.454|1636883513.471|0.017
getDest()|1636883513.471|1636883513.485|0.015
getDest()|1636883513.485|1636883513.501|0.016
getDest()|1636883513.501|1636883513.518|0.016
getDest()|1636883513.518|1636883513.533|0.015
getDest()|1636883513.533|1636883513.550|0.017
getDest()|1636883513.550|1636883513.567|0.017
getDest()|1636883513.567|1636883513.583|0.015
getDest()|1636883513.583|1636883513.598|0.015
getDest()|1636883513.598|1636883513.615|0.017
getDest()|1636883513.615|1636883513.631|0.016
getDest()|1636883513.631|1636883513.642|0.011
getDest()|1636883513.642|1636883513.662|0.020
getDest()|1636883513.662|1636883513.674|0.012
getDest()|1636883513.674|1636883513.692|0.018
getDest()|1636883513.692|1636883513.708|0.016
getDest()|1636883513.708|1636883513.734|0.026
getDest()|1636883513.734|1636883513.741|0.007
getDest()|1636883513.741|1636883513.761|0.020
getDest()|1636883513.761|1636883513.774|0.013
getDest()|1636883513.774|1636883513.797|0.023
getDest()|1636883513.798|1636883513.803|0.005
getDest()|1636883513.803|1636883513.834|0.031
getDest()|1636883513.834|1636883513.854|0.020
getDest()|1636883513.854|1636883513.870|0.016
getDest()|1636883513.870|1636883513.890|0.020
getDest()|1636883513.890|1636883513.896|0.006
getDest()|1636883513.897|1636883513.910|0.013
getDest()|1636883513.910|1636883513.928|0.018
getDest()|1636883513.928|1636883513.967|0.039
getDest()|1636883513.967|1636883513.968|0.001
getDest()|1636883513.968|1636883513.982|0.014
getDest()|1636883513.983|1636883513.998|0.015
getDest()|1636883513.998|1636883514.012|0.014
getDest()|1636883514.012|1636883514.028|0.016
getDest()|1636883514.028|1636883514.045|0.016
getDest()|1636883514.045|1636883514.060|0.016
getDest()|1636883514.060|1636883514.076|0.016
getDest()|1636883514.077|1636883514.093|0.016
getDest()|1636883514.093|1636883514.110|0.017
getDest()|1636883514.110|1636883514.126|0.016
getDest()|1636883514.126|1636883514.143|0.017
getDest()|1636883514.143|1636883514.164|0.021
getDest()|1636883514.164|1636883514.176|0.012
getDest()|1636883514.176|1636883514.191|0.015
getDest()|1636883514.191|1636883514.209|0.018
getDest()|1636883514.209|1636883514.224|0.015
getDest()|1636883514.224|1636883514.243|0.019
getDest()|1636883514.245|1636883514.256|0.011
getDest()|1636883514.256|1636883514.270|0.014
getDest()|1636883514.270|1636883514.295|0.025
getDest()|1636883514.295|1636883514.303|0.009
getDest()|1636883514.304|1636883514.327|0.024
getDest()|1636883514.327|1636883514.332|0.005
getDest()|1636883514.332|1636883514.362|0.029
getDest()|1636883514.362|1636883514.368|0.006
getDest()|1636883514.368|1636883514.394|0.026
getDest()|1636883514.394|1636883514.398|0.004
getDest()|1636883514.398|1636883514.420|0.022
getDest()|1636883514.420|1636883514.431|0.011
getDest()|1636883514.431|1636883514.445|0.014
getDest()|1636883514.445|1636883514.467|0.022
getDest()|1636883514.467|1636883514.482|0.015
getDest()|1636883514.482|1636883514.517|0.036
getDest()|1636883514.517|1636883514.518|0.001
getDest()|1636883514.518|1636883514.536|0.019
getDest()|1636883514.537|1636883514.555|0.019
getDest()|1636883514.555|1636883514.568|0.013
getDest()|1636883514.568|1636883514.590|0.022
getDest()|1636883514.591|1636883514.603|0.012
getDest()|1636883514.603|1636883514.615|0.012
getDest()|1636883514.615|1636883514.634|0.019
getDest()|1636883514.634|1636883514.651|0.017
getDest()|1636883514.651|1636883514.665|0.014
getDest()|1636883514.665|1636883514.687|0.022
getDest()|1636883514.687|1636883514.697|0.010
getDest()|1636883514.697|1636883514.706|0.009
getDest()|1636883514.706|1636883514.725|0.020
getDest()|1636883514.726|1636883514.738|0.013
getDest()|1636883514.738|1636883514.760|0.021
getDest()|1636883514.760|1636883514.772|0.012
getDest()|1636883514.772|1636883514.787|0.015
getDest()|1636883514.787|1636883514.803|0.016
getDest()|1636883514.803|1636883514.833|0.030
getDest()|1636883514.833|1636883514.836|0.003
getDest()|1636883514.836|1636883514.867|0.030
getDest()|1636883514.867|1636883514.869|0.002
Sort()|1636883513.078|1636883514.871|1.793
getDest()|1636883514.869|1636883514.883|0.013
getDest()|1636883514.883|1636883514.899|0.016
getDest()|1636883514.899|1636883514.915|0.016
getDest()|1636883514.915|1636883514.932|0.017
getDest()|1636883514.932|1636883514.947|0.016
getDest()|1636883514.947|1636883514.964|0.016
getDest()|1636883514.964|1636883514.981|0.017
getDest()|1636883514.981|1636883514.997|0.016
getDest()|1636883514.997|1636883515.013|0.016
getDest()|1636883515.013|1636883515.029|0.016
getDest()|1636883515.029|1636883515.045|0.016
getDest()|1636883515.045|1636883515.061|0.015
getDest()|1636883515.061|1636883515.076|0.015
getDest()|1636883515.076|1636883515.094|0.017
getDest()|1636883515.094|1636883515.109|0.015
getDest()|1636883515.109|1636883515.125|0.016
getDest()|1636883515.125|1636883515.141|0.016
getDest()|1636883515.141|1636883515.157|0.016
getDest()|1636883515.157|1636883515.173|0.016
getDest()|1636883515.173|1636883515.189|0.016
getDest()|1636883515.189|1636883515.206|0.017
getDest()|1636883515.206|1636883515.222|0.016
getDest()|1636883515.222|1636883515.242|0.020
getDest()|1636883515.242|1636883515.255|0.013
getDest()|1636883515.256|1636883515.275|0.019
getDest()|1636883515.275|1636883515.288|0.013
getDest()|1636883515.288|1636883515.310|0.021
getDest()|1636883515.310|1636883515.331|0.021
getDest()|1636883515.331|1636883515.344|0.013
getDest()|1636883515.344|1636883515.356|0.012
getDest()|1636883515.356|1636883515.374|0.018
getDest()|1636883515.374|1636883515.385|0.012
getDest()|1636883515.386|1636883515.398|0.013
getDest()|1636883515.398|1636883515.415|0.017
getDest()|1636883515.415|1636883515.428|0.013
getDest()|1636883515.428|1636883515.442|0.014
getDest()|1636883515.442|1636883515.458|0.016
getDest()|1636883515.458|1636883515.474|0.016
getDest()|1636883515.474|1636883515.491|0.017
getDest()|1636883515.491|1636883515.507|0.015
getDest()|1636883515.507|1636883515.525|0.018
getDest()|1636883515.525|1636883515.539|0.014
getDest()|1636883515.539|1636883515.557|0.018
getDest()|1636883515.557|1636883515.581|0.024
getDest()|1636883515.582|1636883515.588|0.007
getDest()|1636883515.588|1636883515.603|0.015
getDest()|1636883515.603|1636883515.620|0.017
getDest()|1636883515.620|1636883515.635|0.015
getDest()|1636883515.635|1636883515.652|0.017
getDest()|1636883515.653|1636883515.669|0.016
getDest()|1636883515.669|1636883515.685|0.016
getDest()|1636883515.685|1636883515.701|0.016
getDest()|1636883515.701|1636883515.716|0.016
getDest()|1636883515.716|1636883515.733|0.017
getDest()|1636883515.733|1636883515.748|0.015
getDest()|1636883515.748|1636883515.764|0.015
getDest()|1636883515.764|1636883515.784|0.020
getDest()|1636883515.784|1636883515.797|0.013
getDest()|1636883515.797|1636883515.813|0.016
getDest()|1636883515.813|1636883515.829|0.015
getDest()|1636883515.829|1636883515.849|0.020
getDest()|1636883515.849|1636883515.862|0.013
getDest()|1636883515.862|1636883515.877|0.015
getDest()|1636883515.877|1636883515.893|0.016
getDest()|1636883515.893|1636883515.910|0.017
getDest()|1636883515.910|1636883515.926|0.016
getDest()|1636883515.927|1636883515.942|0.016
getDest()|1636883515.942|1636883515.954|0.011
getDest()|1636883515.954|1636883515.977|0.023
getDest()|1636883515.977|1636883515.987|0.010
getDest()|1636883515.987|1636883516.001|0.014
getDest()|1636883516.001|1636883516.018|0.017
getDest()|1636883516.018|1636883516.033|0.015
getDest()|1636883516.033|1636883516.051|0.018
getDest()|1636883516.051|1636883516.066|0.015
getDest()|1636883516.066|1636883516.085|0.019
getDest()|1636883516.085|1636883516.100|0.015
getDest()|1636883516.100|1636883516.115|0.015
getDest()|1636883516.115|1636883516.132|0.018
getDest()|1636883516.132|1636883516.147|0.014
getDest()|1636883516.147|1636883516.162|0.015
getDest()|1636883516.162|1636883516.182|0.020
getDest()|1636883516.182|1636883516.195|0.012
getDest()|1636883516.195|1636883516.213|0.019
getDest()|1636883516.213|1636883516.227|0.013
getDest()|1636883516.227|1636883516.255|0.028
getDest()|1636883516.255|1636883516.260|0.005
getDest()|1636883516.260|1636883516.284|0.024
getDest()|1636883516.284|1636883516.292|0.007
getDest()|1636883516.292|1636883516.307|0.016
getDest()|1636883516.307|1636883516.323|0.016
getDest()|1636883516.323|1636883516.353|0.030
getDest()|1636883516.353|1636883516.357|0.003
getDest()|1636883516.357|1636883516.373|0.017
getDest()|1636883516.373|1636883516.388|0.015
getDest()|1636883516.388|1636883516.404|0.016
getDest()|1636883516.404|1636883516.420|0.016
getDest()|1636883516.421|1636883516.442|0.021
getDest()|1636883516.442|1636883516.454|0.012
getDest()|1636883516.454|1636883516.471|0.018
getDest()|1636883516.472|1636883516.486|0.014
getDest()|1636883516.486|1636883516.503|0.017
getDest()|1636883516.503|1636883516.525|0.022
getDest()|1636883516.525|1636883516.533|0.008
getDest()|1636883516.533|1636883516.563|0.030
getDest()|1636883516.563|1636883516.570|0.007
getDest()|1636883516.571|1636883516.584|0.013
getDest()|1636883516.584|1636883516.600|0.017
getDest()|1636883516.600|1636883516.617|0.016
getDest()|1636883516.617|1636883516.636|0.020
getDest()|1636883516.636|1636883516.654|0.018
getDest()|1636883516.654|1636883516.662|0.008
getDest()|1636883516.662|1636883516.679|0.017
getDest()|1636883516.679|1636883516.701|0.022
getDest()|1636883516.701|1636883516.710|0.009
getDest()|1636883516.710|1636883516.723|0.013
getDest()|1636883516.723|1636883516.738|0.015
getDest()|1636883516.739|1636883516.758|0.019
getDest()|1636883516.758|1636883516.781|0.023
getDest()|1636883516.782|1636883516.788|0.006
getDest()|1636883516.788|1636883516.809|0.021
getDest()|1636883516.809|1636883516.819|0.010
getDest()|1636883516.819|1636883516.834|0.015
getDest()|1636883516.834|1636883516.850|0.016
getDest()|1636883516.850|1636883516.866|0.016
getDest()|1636883516.866|1636883516.883|0.017
getDest()|1636883516.883|1636883516.898|0.015
getDest()|1636883516.898|1636883516.915|0.017
getDest()|1636883516.915|1636883516.931|0.016
getDest()|1636883516.931|1636883516.948|0.017
getDest()|1636883516.948|1636883516.963|0.015
getDest()|1636883516.963|1636883516.980|0.017
getDest()|1636883516.980|1636883516.996|0.016
getDest()|1636883516.996|1636883517.011|0.015
getDest()|1636883517.011|1636883517.028|0.017
getDest()|1636883517.028|1636883517.044|0.016
getDest()|1636883517.044|1636883517.061|0.017
getDest()|1636883517.061|1636883517.078|0.018
Sort()|1636883515.101|1636883517.081|1.980
getDest()|1636883517.079|1636883517.096|0.018
getDest()|1636883517.096|1636883517.108|0.011
getDest()|1636883517.108|1636883517.124|0.016
getDest()|1636883517.124|1636883517.141|0.017
getDest()|1636883517.141|1636883517.156|0.015
getDest()|1636883517.156|1636883517.174|0.018
getDest()|1636883517.175|1636883517.189|0.015
getDest()|1636883517.189|1636883517.207|0.018
getDest()|1636883517.207|1636883517.221|0.014
getDest()|1636883517.221|1636883517.239|0.017
getDest()|1636883517.239|1636883517.255|0.016
getDest()|1636883517.255|1636883517.270|0.015
getDest()|1636883517.270|1636883517.292|0.022
getDest()|1636883517.292|1636883517.307|0.015
getDest()|1636883517.308|1636883517.323|0.015
getDest()|1636883517.323|1636883517.340|0.017
getDest()|1636883517.340|1636883517.346|0.006
getDest()|1636883517.346|1636883517.363|0.017
getDest()|1636883517.363|1636883517.382|0.019
getDest()|1636883517.382|1636883517.393|0.010
getDest()|1636883517.393|1636883517.409|0.016
getDest()|1636883517.409|1636883517.426|0.017
getDest()|1636883517.426|1636883517.441|0.015
getDest()|1636883517.441|1636883517.457|0.016
getDest()|1636883517.457|1636883517.474|0.017
getDest()|1636883517.474|1636883517.491|0.016
getDest()|1636883517.491|1636883517.508|0.017
getDest()|1636883517.508|1636883517.529|0.022
getDest()|1636883517.529|1636883517.540|0.010
getDest()|1636883517.540|1636883517.556|0.016
getDest()|1636883517.556|1636883517.570|0.014
getDest()|1636883517.570|1636883517.589|0.019
getDest()|1636883517.589|1636883517.606|0.017
getDest()|1636883517.606|1636883517.622|0.016
getDest()|1636883517.622|1636883517.635|0.013
getDest()|1636883517.635|1636883517.653|0.018
getDest()|1636883517.653|1636883517.669|0.015
getDest()|1636883517.669|1636883517.687|0.019
getDest()|1636883517.687|1636883517.700|0.012
getDest()|1636883517.700|1636883517.720|0.020
getDest()|1636883517.720|1636883517.733|0.013
getDest()|1636883517.733|1636883517.749|0.015
getDest()|1636883517.749|1636883517.764|0.015
getDest()|1636883517.764|1636883517.781|0.016
getDest()|1636883517.781|1636883517.798|0.018
getDest()|1636883517.798|1636883517.812|0.014
getDest()|1636883517.813|1636883517.828|0.016
getDest()|1636883517.828|1636883517.844|0.016
getDest()|1636883517.844|1636883517.861|0.017
getDest()|1636883517.861|1636883517.878|0.017
getDest()|1636883517.878|1636883517.895|0.017
